Symbol,Name,Latest,Change,%Change,"IV Rank","Options Vol","1M Vol %Chg","Put Vol","Call Vol","Total OI"
RBLX,"Roblox Corp Cl A",37.79,1.75,+4.86%,35.81%,42762,+32.49%,20836,21926,425218
AA,"Alcoa Corp",50.17,2.69,+5.67%,26.66%,23296,+32.08%,6800,16496,270857
DELL,"Dell Technologies Inc",453.77,16.12,+3.68%,88.23%,103071,+32.05%,45255,57816,684059
RUN,"Sunrun Inc",10.2,0.82,+8.74%,28.84%,47620,+30.68%,4816,42804,559113
FSLY,"Fastly Inc",22.96,0.28,+1.23%,21.08%,10997,+30.25%,2017,8980,192267
WEN,"Wendys Company",7.69,0.3,+4.06%,21.77%,48044,+30.11%,16382,31662,604511
TSEM,"Tower Semiconductor",252.49,27.79,+12.37%,64.00%,7696,+29.85%,2895,4801,81676
CRDO,"Credo Technology Group Holding",249.89,19.46,+8.45%,66.44%,25344,+29.44%,11133,14211,225163
MU,"Micron Technology",877.57,-3.9,-0.44%,47.87%,1224170,+28.54%,541995,682175,3502925
IOT,"Samsara Inc Cl A",40.88,2.66,+6.96%,59.11%,8944,+28.38%,1512,7432,148320
CMPS,"Compass Pathways Plc ADR",13.54,-0.01,-0.07%,2.43%,6502,+27.29%,176,6326,141974
CVNA,"Carvana Company Cl A",70.85,2.51,+3.67%,20.77%,71584,+26.94%,27141,44443,1165366
MOS,"Mosaic Company",23.06,-0.4,-1.71%,49.07%,12224,+26.70%,8423,3801,427012
APPS,"Digital Turbine",14.34,0.07,+0.49%,20.01%,5407,+26.42%,884,4523,93615
BMNR,"Bitmine Immersion Technologies",18.82,0.52,+2.84%,5.57%,162515,+26.13%,37149,125366,1632581
SHOP,"Shopify Inc",151.57,4.13,+2.80%,25.60%,71151,+25.80%,29006,42145,875312
QCOM,"Qualcomm Inc",167.86,7.47,+4.66%,40.47%,103631,+24.89%,26043,77588,1033904
NVO,"Novo Nordisk A/S ADR",47.26,1.29,+2.81%,0.00%,73739,+24.71%,20140,53599,1507841
CLOV,"Clover Health Investments Corp",4.76,0.1,+2.15%,7.19%,21082,+24.46%,6159,14923,350863
ASTS,"Ast Spacemobile Inc",71.94,4.58,+6.80%,51.44%,159449,+23.75%,45122,114327,1197435
AES,"The Aes Corp",14.73,0.03,+0.20%,2.48%,6775,+23.63%,5738,1037,223523
CLSK,"Cleanspark Inc",12.3,-0.45,-3.53%,32.61%,79798,+23.15%,34686,45112,836956
QXO,"Qxo Inc",16.16,0.98,+6.46%,78.74%,34592,+22.67%,7183,27409,579332
SPCE,"Virgin Galactic Holdings Inc",3.1,0.17,+5.80%,13.23%,28531,+22.29%,7461,21070,492236
LLY,"Eli Lilly and Company",1185.71,-6.23,-0.52%,30.81%,59680,+22.18%,20252,39428,395412
QUBT,"Quantum Computing Inc",9.18,0.41,+4.62%,32.63%,33669,+21.47%,7481,26188,468999
NIO,"Nio Inc ADR",4.74,0.14,+3.04%,18.98%,63342,+19.96%,24006,39336,2382466
ANET,"Arista Networks Inc",188.67,-3.65,-1.90%,44.50%,36884,+19.69%,13183,23701,339039
NUAI,"New Era Energy & Digital Inc",5.28,0.12,+2.33%,64.42%,16802,+19.58%,610,16192,292587
RSI,"Rush Street Interactive Inc",24.88,-0.2,-0.80%,20.72%,6161,+17.80%,3277,2884,95589
AMD,"Adv Micro Devices",483.36,-5.92,-1.21%,43.82%,623857,+17.10%,270487,353370,3301057
FLEX,"Flextronics Intl Ltd",121.35,-1.3,-1.06%,55.48%,8338,+17.02%,6487,1851,84182
SEDG,"Solaredge Tech",31.76,-0.91,-2.79%,40.08%,10012,+16.85%,4552,5460,225926
QBTS,"D-Wave Quantum Inc",20.76,1.35,+6.98%,13.83%,49080,+16.80%,12860,36220,580363
STM,"Stmicroelectronics N.V. ADR",56.1,2.82,+5.29%,45.57%,25653,+16.68%,6805,18848,407680
SHEL,"Shell Plc ADR",88.5,-1.1,-1.23%,51.22%,15281,+16.24%,1459,13822,238352
NBIS,"Nebius Group N.V. Cl A",187.97,-1.91,-1.01%,51.52%,290726,+16.12%,126331,164395,1504212
EBAY,"Ebay Inc",111.98,1.84,+1.67%,37.16%,7841,+16.03%,1772,6069,116499
HOOD,"Robinhood Markets Cl A",93.29,2.58,+2.84%,31.40%,244332,+15.60%,74757,169575,1741879
CRCL,"Circle Internet Group Cl A",66.67,3.39,+5.36%,37.98%,101434,+15.00%,31747,69687,815070
XPEV,"Xpeng Inc ADR",12.13,0.45,+3.85%,46.08%,26183,+14.88%,4537,21646,604307
BAC,"Bank of America Corp",63.17,0.17,+0.27%,0.00%,131820,+14.61%,46112,85708,2184663
ARM,"Arm Holdings Plc ADR",282.57,-4.11,-1.43%,50.35%,74473,+14.25%,34412,40061,817878
FCX,"Freeport-Mcmoran Inc",69.62,1.44,+2.11%,62.37%,62781,+13.57%,21900,40881,1155158
APA,"Apa Corp",37.63,1.1,+3.01%,26.91%,9143,+13.54%,3527,5616,203136
CAT,"Caterpillar Inc",842.19,-14.77,-1.72%,56.47%,39643,+13.19%,20207,19436,324129
NEE,"Nextera Energy",84.65,0.05,+0.06%,11.48%,17156,+12.79%,8804,8352,468704
CVX,"Chevron Corp",186.56,-2.67,-1.41%,60.21%,43296,+12.69%,12094,31202,570792
DJT,"Trump Media & Technology Group Corp",10.21,0.32,+3.24%,48.85%,24364,+12.49%,3241,21123,503060
TE,"T1 Energy Inc",5.85,0.3,+5.41%,24.98%,50959,+12.38%,10254,40705,536352
MCD,"McDonald's Corp",274.48,-1.78,-0.64%,46.56%,30066,+11.75%,8049,22017,306922
SMR,"Nuscale Power Corp",9.82,0.35,+3.70%,23.74%,47556,+11.57%,10891,36665,568154
IBRX,"Immunitybio Inc",7.64,0.32,+4.37%,11.54%,15374,+11.00%,7223,8151,567533
AGNC,"Agnc Investment Corp",10.84,0.23,+2.17%,19.19%,28508,+10.98%,9119,19389,503994
CEG,"Constellation Energy Corp",269.89,8.79,+3.37%,30.15%,10503,+10.73%,4830,5673,229164
MA,"Mastercard Inc",562.95,-13.,-2.26%,33.23%,8982,+10.20%,4356,4626,150222
ENPH,"Enphase Energy Inc",41.87,2.2,+5.55%,42.29%,24231,+9.94%,8055,16176,418744
WULF,"Terawulf Inc",17.08,-0.53,-3.04%,21.56%,207280,+8.02%,61351,145929,2635925
KMI,"Kinder Morgan Inc",30.85,-0.43,-1.37%,23.56%,11326,+7.32%,5201,6125,300718
ASST,"Strive Inc",12.48,0.17,+1.38%,1.57%,13569,+7.29%,1014,12555,1666621
CSCO,"Cisco Systems Inc",121.43,0.55,+0.45%,82.35%,46324,+7.07%,17963,28361,919262
UNH,"Unitedhealth Group",407.08,3.11,+0.77%,8.65%,70057,+6.80%,21126,48931,1008808
NKE,"Nike Inc",41.7,-0.3,-0.71%,32.45%,87994,+6.76%,41883,46111,1986290
MRVL,"Marvell Technology Inc",218.72,8.18,+3.89%,65.64%,185214,+6.63%,77756,107458,1691863
COP,Conocophillips,117.61,0.85,+0.73%,40.55%,11861,+6.60%,6106,5755,304833
TEVA,"Teva Pharmaceutical Industries ADR",35.36,0.55,+1.58%,15.33%,7445,+6.59%,736,6709,407394
LRCX,"Lam Research Corp",311.35,5.58,+1.82%,56.43%,59588,+6.49%,26829,32759,654492
CMG,"Chipotle Mexican Grill",32.79,-0.92,-2.73%,30.55%,60861,+5.66%,26603,34258,869827
ONDS,"Ondas Inc",9.11,0.37,+4.23%,40.01%,157085,+5.54%,39447,117638,1648876
LAES,"Sealsq Corp",2.57,0.08,+3.21%,9.36%,24045,+5.40%,950,23095,872722
CTSH,"Cognizant Tech Sol",57.67,0.78,+1.37%,60.61%,5252,+4.66%,1130,4122,100292
V,"Visa Inc",362.5,-7.97,-2.15%,30.09%,30898,+4.17%,11892,19006,478021
NVDA,"Nvidia Corp",223.96,4.97,+2.27%,28.54%,3899584,+3.50%,1310381,2589203,14639235
PDD,"Pdd Holdings Inc",91.76,0.91,+1.00%,53.56%,31453,+2.89%,10723,20730,1084206
MSFT,"Microsoft Corp",499.99,0.13,+0.03%,35.92%,785865,+2.72%,235928,549937,4281456
HD,"Home Depot",355.62,6.1,+1.75%,83.61%,16455,+1.93%,5983,10472,249521
GAP,"Gap Inc",20.47,-0.05,-0.24%,39.59%,6663,+1.42%,1514,5149,170315
SKHY,"SK hynix Inc",137.91,-5.62,-3.92%,0.00%,202605,+1.08%,96112,106493,1011613
RIVN,"Rivian Automotive Cl A",16,0.62,+4.03%,15.57%,118765,-0.45%,34954,83811,2321194
DIS,"Walt Disney Company",104.91,0.23,+0.22%,14.24%,45900,-0.68%,12317,33583,743868
FRO,"Frontline Plc",39.74,0.18,+0.46%,78.26%,7466,-0.73%,717,6749,134735
GOOGL,"Alphabet Cl A",354.3,-3.45,-0.96%,24.84%,523025,-1.50%,195458,327567,3400717
VSAT,"Viasat Inc",80.38,-1.61,-1.96%,49.37%,4884,-1.71%,2629,2255,203216
CRWD,"Crowdstrike Holdings",214.42,7.03,+3.39%,70.41%,67720,-1.72%,30834,36886,1340227
HIMS,"Hims & Hers Health Inc",31.59,1.93,+6.51%,47.96%,88197,-1.86%,30083,58114,909995
CORZ,"Core Scientific Inc",21.01,-0.04,-0.19%,23.60%,65247,-2.04%,14484,50763,1616049
XOM,"Exxonmobil Holdings Corp",153.04,-1.8,-1.16%,61.24%,68604,-2.06%,15540,53064,1035157
ENVX,"Enovix Corp",4.7,0.44,+10.33%,88.57%,13218,-2.14%,2525,10693,328426
CLS,"Celestica Inc",317.83,3.3,+1.05%,30.77%,14091,-2.17%,5720,8371,134215
BBY,"Best Buy Company",82,1.98,+2.47%,53.23%,5159,-2.35%,4071,1088,109087
VKTX,"Viking Thera",34.26,0.96,+2.88%,18.75%,9214,-2.51%,1160,8054,225009
ETN,"Eaton Corp",448.68,0.49,+0.11%,46.16%,6298,-2.58%,4401,1897,104997
UPST,"Upstart Holdings Inc",31.09,1.38,+4.64%,12.16%,18558,-2.76%,4672,13886,338168
ALAB,"Astera Labs Inc",334.17,2.67,+0.81%,51.46%,25775,-3.22%,11966,13809,278822
CRM,"Salesforce Inc",192.74,5.97,+3.20%,67.17%,64065,-4.32%,25219,38846,983733
IBM,"Intl Business Machines",237.28,3.85,+1.65%,41.72%,122542,-4.35%,20923,101619,776722
GLW,"Corning Inc",165.68,8.5,+5.41%,66.21%,59980,-4.49%,23932,36048,616764
EOG,"Eog Resources",134.74,-1.46,-1.07%,56.75%,4798,-4.65%,2915,1883,119715
INTU,"Intuit Inc",325.25,3.34,+1.04%,83.89%,11769,-5.33%,5444,6325,179448
GEV,"GE Vernova Inc",990.32,-9.98,-1.00%,41.54%,18069,-5.37%,11142,6927,233021
AMC,"AMC Entertainment Holdings",2.59,0.02,+0.78%,46.32%,105256,-5.39%,28879,76377,1057435
BABA,"Alibaba Group Holding ADR",128.41,1.6,+1.26%,69.22%,135223,-5.56%,50141,85082,2301763
CRWV,"Coreweave Cl A",90.67,5.34,+6.26%,59.09%,188964,-5.63%,67645,121319,2181053
AMZN,"Amazon.com Inc",274.48,2.22,+0.82%,27.90%,818456,-5.84%,238808,579648,4931825
F,"Ford Motor Company",13.98,0.19,+1.38%,36.56%,81694,-6.07%,31550,50144,1938754
TLRY,"Tilray Brands Inc",4.57,0.13,+2.93%,3.94%,7463,-6.33%,1099,6364,517928
FLNC,"Fluence Energy Inc Cl A",13.19,-0.02,-0.15%,42.31%,11938,-6.49%,6310,5628,271030
ONON,"On Holding Ag Cl A",37.55,0.21,+0.56%,67.07%,8782,-6.58%,5508,3274,264211
EOSE,"Eos Energy Enterprises Inc",4.15,0.21,+5.33%,22.16%,46374,-6.83%,7258,39116,1568926
BULL,"Webull Corp Cl A",7.32,0.1,+1.39%,26.04%,40313,-6.98%,18396,21917,912973
BX,"Blackstone Inc",137.13,3.68,+2.76%,35.07%,15833,-7.11%,8202,7631,467193
ABVX,"Abivax Sa ADR",130.93,0.93,+0.72%,23.62%,8285,-7.40%,3482,4803,159045
CHWY,"Chewy Inc",23.53,0.1,+0.43%,53.52%,10513,-7.46%,4504,6009,246726
DOW,"Dow Inc",29.34,-0.96,-3.17%,13.72%,15391,-7.53%,10306,5085,523137
ZM,"Zoom Communications Inc",104.5,3.2,+3.16%,62.03%,13709,-7.58%,3514,10195,325090
UPS,"United Parcel Service",104.5,1.3,+1.26%,19.26%,23178,-7.60%,7499,15679,407990
ASML,"ASML Holding NV",1740.99,36.62,+2.15%,55.30%,20437,-7.81%,11622,8815,192107
INFQ,"Infleqtion Inc",11.91,0.8,+7.20%,22.54%,11229,-8.22%,2425,8804,219807
USB,"U.S. Bancorp",63.94,0.13,+0.20%,11.11%,5617,-8.32%,1404,4213,209887
PINS,"Pinterest Inc",23.68,0.35,+1.50%,23.47%,14070,-9.34%,5059,9011,363423
CZR,"Caesars Entertainment Inc",30.15,0.1,+0.33%,17.82%,10193,-9.87%,3493,6700,253986
AXP,"American Express Company",340.91,-1.69,-0.49%,11.31%,15593,-10.06%,4944,10649,249256
PANW,"Palo Alto Networks",363.86,4.37,+1.22%,64.57%,26868,-10.63%,14951,11917,603916
CAVA,"Cava Group Inc",62.42,0.19,+0.31%,85.73%,7538,-10.80%,3531,4007,150184
AFRM,"Affirm Holdings Inc Cl A",75.25,-1.33,-1.74%,36.35%,12465,-11.05%,4335,8130,252291
IREN,"Iren Limited",41.23,3.3,+8.70%,40.52%,276111,-11.52%,108113,167998,2823374
GOOG,"Alphabet Cl C",353.47,-3.15,-0.88%,23.81%,188343,-11.59%,64417,123926,1880184
M,"Macy's Inc",25.4,0.27,+1.07%,43.23%,6605,-11.62%,3009,3596,167192
GIS,"General Mills",36.89,0.82,+2.27%,64.32%,9157,-12.16%,5942,3215,227235
AVGO,"Broadcom Ltd",427.76,7.2,+1.71%,47.51%,204213,-12.33%,79321,124892,2033689
ZETA,"Zeta Global Holdings Corp Cl A",26.64,1.08,+4.23%,34.85%,28536,-12.40%,4405,24131,345712
JPM,"JP Morgan Chase & Company",357.52,1.22,+0.34%,6.09%,51556,-12.75%,18792,32764,697998
WMT,"Walmart Inc",111.85,-0.22,-0.20%,71.92%,87604,-12.80%,24522,63082,1084576
ECHO,"Echostar Corp",90.04,3.01,+3.46%,9.16%,19723,-12.87%,11262,8461,629598
WYNN,"Wynn Resorts Ltd",102.54,1.04,+1.02%,24.11%,6882,-13.14%,4846,2036,291171
FCEL,"Fuelcell Energy Inc",20.43,0.11,+0.54%,52.08%,16484,-13.39%,4202,12282,171231
MO,"Altria Group",68.35,0.6,+0.89%,58.01%,20548,-13.53%,10621,9927,380415
AAPL,"Apple Inc",313.33,0.92,+0.29%,47.61%,1354018,-13.94%,345802,1008216,5112874
GE,"GE Aerospace",370.08,-4.47,-1.19%,28.65%,12614,-15.06%,7656,4958,208322
HPE,"Hewlett Packard Enterprise",53.22,0.79,+1.51%,54.97%,33841,-15.18%,5766,28075,588672
DINO,"HF Sinclair Corp",81.41,-1.51,-1.82%,51.85%,5158,-15.23%,2144,3014,95685
META,"META Platforms Inc",592.1,2.2,+0.37%,37.20%,528535,-15.41%,150939,377596,3256443
AMPX,"Amprius Technologies Inc",11.85,0.66,+5.90%,17.02%,8039,-15.53%,1507,6532,355274
SAP,"SAP Ag ADR",206.16,6.7,+3.36%,49.44%,6229,-15.68%,2544,3685,101635
AMAT,"Applied Materials",539.14,11.66,+2.21%,66.85%,39370,-16.04%,22361,17009,517052
LOW,"Lowe's Companies",223.35,4.95,+2.27%,81.51%,6999,-16.37%,2712,4287,135047
SLB,"Slb Limited",50.53,-1.01,-1.96%,18.64%,14654,-16.41%,7071,7583,749164
WBD,"Discovery Inc Series A",26.78,0.38,+1.44%,6.69%,111082,-16.42%,49689,61393,2792169
XYZ,"Block Inc",79,-0.02,-0.03%,9.05%,25454,-16.97%,12388,13066,562214
TSM,"Taiwan Semiconductor ADR",420.04,1.84,+0.44%,42.12%,154676,-17.12%,95258,59418,2088290
TXN,"Texas Instruments",286.08,7.68,+2.76%,45.58%,18698,-17.84%,6953,11745,274913
RZLV,"Rezolve AI Plc",2.73,0.09,+3.41%,1.18%,8037,-18.36%,2437,5600,312874
INTC,"Intel Corp",101.65,1.84,+1.84%,51.85%,634661,-18.52%,204145,430516,5722103
STLA,"Stellantis N.V.",5.52,-0.03,-0.54%,33.72%,7230,-18.92%,3600,3630,361391
HAL,"Halliburton Company",31.89,-0.62,-1.91%,16.14%,15126,-19.05%,7523,7603,518124
GME,"Gamestop Corp",19.16,-0.07,-0.36%,16.37%,94387,-19.24%,13892,80495,2186724
USAS,"Americas Gold and Silver Corp",5.01,0.34,+7.28%,13.30%,5471,-19.38%,2018,3453,187593
GLXY,"Galaxy Digital Holdings",20.17,0.63,+3.22%,48.14%,21449,-19.45%,4202,17247,446369
VRT,"Vertiv Holdings",272.4,-2.77,-1.01%,46.24%,27651,-19.52%,15820,11831,494511
GS,"Goldman Sachs Group",1039.61,7.03,+0.68%,38.34%,34719,-19.62%,22353,12366,485929
HIVE,"Hive Digital Technologies Ltd",2.84,0.08,+2.90%,19.74%,6748,-19.72%,574,6174,336087
KEEL,"Keel Infrastructure Corp",3.88,0.06,+1.57%,46.21%,36655,-20.17%,9078,27577,1076388
OKTA,"Okta Inc Cl A",148.32,4.81,+3.35%,82.66%,5986,-20.90%,3133,2853,197668
SCHW,"The Charles Schwab Corp",107.6,-0.06,-0.06%,9.93%,13476,-21.24%,6496,6980,459148
ACN,"Accenture Plc",175.72,4.61,+2.69%,63.86%,12670,-21.79%,5574,7096,250290
NFLX,"Netflix Inc",74.14,0.45,+0.61%,30.61%,337612,-21.84%,94662,242950,5587642
BE,"Bloom Energy Corp Cl A",219.34,-9.62,-4.20%,33.79%,134550,-21.90%,72603,61947,1183891
BA,"Boeing Company",234.42,2.23,+0.96%,45.23%,53526,-22.57%,18803,34723,851865
MDT,"Medtronic Inc",87.16,1.24,+1.44%,66.44%,8954,-23.44%,1851,7103,230913
TGT,"Target Corp",149.7,2.62,+1.78%,54.20%,16989,-23.52%,7593,9396,459950
JNJ,"Johnson & Johnson",259.24,2.26,+0.88%,54.23%,25510,-23.70%,5647,19863,402979
SPOT,"Spotify Technology S.A.",488.14,13.07,+2.75%,23.11%,9250,-23.96%,4674,4576,170775
W,"Wayfair Inc",106.6,2.53,+2.43%,25.74%,7584,-24.17%,3168,4416,207975
AMKR,"Amkor Technology",55.27,1.11,+2.05%,62.06%,7225,-24.21%,3214,4011,157460
CARR,"Carrier Global Corp",64.01,0.05,+0.08%,36.75%,5173,-24.91%,3825,1348,128025
SNAP,"Snap Inc",5.33,0.11,+2.11%,16.17%,56194,-25.14%,12623,43571,1517352
FTNT,"Fortinet Inc",159.64,-0.47,-0.29%,39.95%,9724,-25.46%,4092,5632,184102
BSX,"Boston Scientific Corp",49.31,0.01,+0.02%,53.48%,30224,-25.51%,18024,12200,952842
ORCL,"Oracle Corp",147.02,3.55,+2.47%,66.82%,294452,-25.91%,85148,209304,3163276
VZ,"Verizon Communications",47.06,0.07,+0.15%,55.49%,48218,-26.13%,21704,26514,1196164
LUV,"Southwest Airlines Company",47.05,0.11,+0.23%,21.68%,7553,-26.38%,3000,4553,240857
COST,"Costco Wholesale",947.82,-1.33,-0.14%,35.51%,37175,-26.82%,18538,18637,361375
SOFI,"Sofi Technologies Inc",18.38,0.28,+1.55%,7.41%,279838,-27.47%,76583,203255,4180898
APLD,"Applied Digital Corp",29.22,0.36,+1.25%,21.17%,50529,-28.69%,15895,34634,753293
FRMI,"Fermi Inc",6.18,-0.01,-0.16%,24.78%,44425,-29.07%,9471,34954,967732
TSCO,"Tractor Supply Company",34.56,0.47,+1.38%,57.79%,6372,-29.33%,1112,5260,162474
JBLU,"Jetblue Airways Corp",6.07,-0.12,-1.94%,1.11%,18073,-29.91%,7661,10412,988833
PG,"Procter & Gamble Company",145.79,-1.18,-0.80%,41.53%,17812,-30.01%,6662,11150,396999
RXRX,"Recursion Pharmaceuticals Inc Cl A",3.22,0.04,+1.26%,1.54%,6612,-30.75%,798,5814,347339
BTDR,"Bitdeer Technologies Group",10.88,0.36,+3.42%,46.72%,28223,-33.19%,5524,22699,529669
MRK,"Merck & Company",128.58,0.21,+0.16%,39.88%,14095,-34.61%,4464,9631,476694
NCLH,"Norwegian Cruise Ord",19.25,-0.12,-0.62%,31.64%,13025,-35.02%,5679,7346,546927
CVS,"CVS Corp",95.7,-0.52,-0.54%,23.11%,14782,-36.30%,3426,11356,358648
JD,"Jd.com Inc ADR",32.97,0.16,+0.49%,31.25%,18441,-36.53%,10609,7832,981181
WU,"Western Union Company",7.08,-0.08,-1.12%,47.29%,5623,-36.56%,1302,4321,198651
FIG,"Figma Cl A",23.29,-0.68,-2.84%,41.36%,49978,-37.28%,15883,34095,484877
PEP,"Pepsico Inc",139.02,0.58,+0.42%,38.88%,20103,-37.87%,8012,12091,404784
CCL,"Carnival Corporation Ltd",28.99,0.2,+0.69%,25.86%,24630,-38.55%,10409,14221,984562
CAG,"Conagra Brands",15.11,0.26,+1.75%,45.53%,6723,-39.09%,2084,4639,219621
KLAC,"K L A-Tencor Corp",198.11,4.89,+2.53%,52.39%,10169,-39.94%,5497,4672,487241
PSKY,"Paramount Skydance Corp Cl B",9.19,0.13,+1.43%,0.94%,15090,-40.32%,3318,11772,1239729
UAL,"United Airlines Holdings",129.56,0.44,+0.34%,9.44%,11028,-40.85%,5525,5503,337973
KO,"Coca-Cola Company",87.05,0.2,+0.23%,54.70%,35250,-40.93%,11541,23709,768725
CLF,"Cleveland-Cliffs Inc",12.26,0.03,+0.25%,25.58%,31533,-41.38%,9585,21948,784198
DVN,"Devon Energy Corp",42.98,-0.13,-0.30%,43.04%,14419,-41.73%,5869,8550,571382
RTX,"Rtx Corp",223.03,-0.22,-0.10%,33.30%,7967,-41.86%,2695,5272,217046
GM,"General Motors Company",87.58,0.64,+0.74%,37.84%,12775,-42.14%,4354,8421,337185
PYPL,"Paypal Holdings",59.07,-0.71,-1.19%,4.57%,55075,-42.37%,15143,39932,1816413
BB,"Blackberry Ltd",8.98,0.2,+2.28%,24.37%,22795,-43.00%,4718,18077,690835
BP,"BP Plc ADR",41.63,-0.6,-1.42%,57.63%,8854,-43.14%,2955,5899,487394
SBET,"Sharplink Inc",6.43,0.14,+2.23%,9.14%,10168,-43.28%,1881,8287,486027
FISV,"Fiserv Inc",52.41,-1.7,-3.14%,17.90%,15579,-43.42%,7984,7595,581541
ABBV,"Abbvie Inc",246.04,2.17,+0.89%,40.69%,11664,-43.90%,5577,6087,304300
OPEN,"Opendoor Technologies Inc",3.48,0.04,+1.16%,0.10%,50269,-45.17%,15045,35224,1647550
ON,"On Semiconductor",81.17,2.84,+3.63%,41.34%,12732,-45.30%,7038,5694,337729
NOK,"Nokia Corp ADR",9.36,-0.07,-0.74%,50.52%,123590,-47.46%,17332,106258,3798234
AAL,"American Airlines Gp",15.94,-0.09,-0.56%,30.14%,43315,-48.07%,17084,26231,2084005
WFC,"Wells Fargo & Company",87.25,-0.34,-0.39%,4.30%,24713,-48.30%,11656,13057,990492
MS,"Morgan Stanley",216.33,2.58,+1.21%,38.40%,9750,-48.79%,3911,5839,379997
C,"Citigroup Inc",135,1.18,+0.88%,17.32%,28576,-49.81%,11752,16824,1090594
ET,"Energy Transfer LP",20.13,-0.54,-2.61%,38.18%,24197,-50.18%,6726,17471,912349
VG,"Venture Global Inc Cl A",13.26,-0.32,-2.36%,47.97%,16291,-50.53%,4243,12048,835713
ISRG,"Intuitive Surg Inc",378.81,5.1,+1.36%,35.05%,6082,-50.58%,3219,2863,144962
OXY,"Occidental Petroleum",55.91,-0.13,-0.23%,50.02%,26873,-51.25%,9776,17097,869436
VFC,"V.F. Corp",14.99,0.24,+1.63%,6.39%,6073,-51.44%,1958,4115,586721
T,"AT&T Inc",23.79,0.08,+0.34%,43.22%,43762,-51.92%,11104,32658,1211873
ABT,"Abbott Laboratories",107.81,-0.15,-0.14%,42.95%,6837,-52.49%,1935,4902,251013
SLS,"Sellas Life Sciences Group Inc",12.01,0.31,+2.65%,71.08%,21980,-53.00%,5045,16935,963841
BMY,"Bristol-Myers Squibb Company",64.72,0.57,+0.89%,29.85%,14369,-53.56%,6968,7401,719700
MMM,"3M Company",182.9,2.19,+1.21%,18.02%,6573,-57.87%,2861,3712,132263
SOC,"Sable Offshore Corp",4.75,-0.04,-0.84%,41.94%,6597,-58.33%,1787,4810,397240
LCID,"Lucid Group Inc",7.04,0.06,+0.86%,22.50%,28739,-63.03%,12227,16512,1542851
VALE,"Vale S.A. ADR",14.71,-0.01,-0.07%,16.24%,7407,-63.24%,3799,3608,1484949
KHC,"Kraft Heinz Company",25.32,0.36,+1.44%,54.94%,7288,-76.72%,2300,4988,441205
"Downloaded from Barchart.com as of 08-07-2026 08:01pm CDT"
