Symbol,Name,Latest,Change,%Change,"Options Vol","P/C Vol","30D His Vol","Imp Vol","IV Rank","IV Pctl",Earnings
FSLY,"Fastly Inc",23.66,-2.93,-11.02%,9814,0.47468069120962,94.48%,76.12%,20.20%,30%,2026-11-04
BTDR,"Bitdeer Technologies Group",9.63,0.63,+7.00%,36785,0.32087328090775,133.94%,96.42%,20.23%,15%,2026-11-09
NCLH,"Norwegian Cruise Ord",17.34,-0.27,-1.53%,18789,0.32419479878779,55.16%,42.60%,20.48%,18%,2026-11-03
RKT,"Rocket Companies Cl A",14.63,0.64,+4.57%,59535,0.36535638932208,52.68%,51.86%,20.91%,11%,2026-10-29
GEV,"GE Vernova Inc",987.46,-17.07,-1.70%,15018,1.285149117468,54.62%,47.17%,20.92%,18%,2026-10-28
RIVN,"Rivian Automotive Cl A",15.73,0.95,+6.43%,107919,0.37825825979234,57.46%,55.43%,21.05%,9%,2026-11-03
GDS,"Gds Holdings Ltd ADR",33.34,-0.31,-0.92%,5996,0.084463736661241,46.81%,53.47%,21.19%,10%,2026-11-18
VIK,"Viking Holdings Ltd",90.77,-7.52,-7.65%,9151,0.66170328672599,40.80%,33.93%,21.23%,20%,2026-08-19
POET,"Poet Technologies Inc",8.44,-0.04,-0.47%,24345,0.17990597586391,106.12%,91.11%,21.32%,15%,2026-11-12
CAVA,"Cava Group Inc",71.57,3.33,+4.88%,7635,1.218187100523,63.13%,50.63%,21.49%,22%,2026-11-03
ZETA,"Zeta Global Holdings Corp Cl A",28.79,0.56,+1.98%,11377,0.32091025194473,63.45%,58.14%,21.73%,9%,2026-11-03
GILD,"Gilead Sciences Inc",147.6,4.16,+2.90%,12378,0.26319012144096,28.40%,25.54%,21.76%,10%,2026-10-29
AMZN,"Amazon.com Inc",265.84,6.39,+2.46%,999902,0.31867439133915,50.91%,28.89%,21.87%,21%,2026-10-29
GM,"General Motors Company",84.96,1.25,+1.49%,14736,1.2931839402428,32.31%,29.74%,22.11%,23%,2026-10-20
CLSK,"Cleanspark Inc",11.67,-0.06,-0.51%,50588,0.31329179646937,102.21%,80.65%,22.23%,9%,2026-11-24
AG,"First Majestic Silver",20.85,2.37,+12.82%,57788,0.51754201680672,67.77%,65.18%,22.30%,14%,2026-11-04
KKR,"KKR & Company LP",110.46,3.27,+3.05%,5780,1.1704844160721,41.43%,35.87%,22.40%,21%,2026-11-06
SG,"Sweetgreen Inc Cl A",6.42,0.6,+10.31%,11835,0.61086157615353,95.75%,77.54%,22.60%,29%,2026-11-05
VRT,"Vertiv Holdings",261,-11.54,-4.23%,26936,1.1623183752107,76.51%,54.73%,22.60%,12%,2026-10-28
TLN,"Talen Energy Corporation",322.35,4.69,+1.48%,11499,1.0355815188529,60.21%,51.57%,22.63%,21%,2026-11-04
AZ,"A2Z Cust2Mate Solutions Corp",7.48,0.21,+2.89%,5705,0.14834943639291,89.56%,97.16%,22.97%,43%,2026-11-12
SE,"Sea Ltd ADR",119.1,2.84,+2.44%,7175,0.26187126275062,56.13%,42.45%,23.20%,28%,2026-11-10
BRK.B,"Berkshire Hathaway Cl B",499.62,-3.34,-0.66%,23103,0.590458488228,15.76%,13.86%,23.43%,17%,2026-11-06
HOOD,"Robinhood Markets Cl A",95.77,4.24,+4.63%,270449,0.34577853414344,57.42%,59.40%,23.85%,16%,2026-11-04
VAL,"Valaris Ltd",86.92,0.55,+0.64%,12044,0.0002491487,39.82%,44.66%,23.85%,20%,2026-11-04
COST,"Costco Wholesale",956.99,-4.36,-0.45%,42181,0.83395652173913,20.21%,20.28%,23.89%,15%,2026-09-24
RDW,"Redwire Corp",12.4,-0.54,-4.17%,22731,0.37805395574416,95.11%,88.94%,23.93%,18%,2026-11-04
CDE,"Coeur Mining Inc",20.93,2.42,+13.07%,61375,0.32562258364112,78.22%,63.67%,23.98%,11%,2026-11-04
ENVX,"Enovix Corp",3.4,0.27,+8.45%,63678,0.59310500112582,109.88%,87.43%,24.01%,20%,2026-11-04
SPOT,"Spotify Technology S.A.",533.37,17.09,+3.31%,14498,0.48120147118921,40.30%,38.87%,24.16%,25%,2026-11-03
WRBY,"Warby Parker Inc Cl A",28.5,2.89,+11.28%,6777,0.94016604637847,62.33%,65.45%,24.33%,28%,2026-11-05
MELI,"Mercadolibre Inc",1908.65,129.51,+7.28%,14973,0.84101807451125,39.76%,35.13%,24.38%,22%,2026-11-04
IREN,"Iren Limited",42.84,0.84,+2.00%,203751,0.39069688075899,126.52%,99.98%,24.45%,15%,2026-08-27
APA,"Apa Corp",43.45,1.08,+2.56%,10936,0.33447223917023,45.32%,42.00%,24.46%,18%,2026-11-04
NET,"Cloudflare Inc Cl A",291.88,-9.48,-3.15%,13873,0.92067008168351,47.31%,51.09%,24.46%,25%,2026-10-29
NBIS,"Nebius Group N.V. Cl A",223.9,-24.53,-9.87%,345628,0.86100656360885,166.02%,91.53%,24.50%,36%,2026-11-10
PTEN,"Patterson-Uti Energy",12.06,-0.06,-0.54%,5570,0.0055966781007402,62.15%,54.18%,24.59%,24%,2026-10-28
VG,"Venture Global Inc Cl A",13.79,-0.41,-2.89%,68193,0.054753839729015,76.97%,61.05%,24.73%,13%,2026-11-09
HIMS,"Hims & Hers Health Inc",31.09,3.7,+13.51%,126002,0.60110296453486,101.31%,76.22%,24.82%,26%,2026-11-02
AVR,"Anteris Technologies Global Corp",9.83,0.25,+2.61%,5361,0.0020560747663551,50.55%,74.21%,25.10%,18%,2026-11-11
FVRR,"Fiverr International Ltd",9.28,0.41,+4.62%,5018,0.35292531679698,82.05%,53.95%,25.40%,32%,2026-11-04
ET,"Energy Transfer LP",21.18,-0.24,-1.12%,34486,0.19705647540699,19.04%,17.54%,25.44%,20%,2026-11-04
NKE,"Nike Inc",41.05,0.99,+2.47%,109159,0.5974098192727,32.85%,32.90%,25.50%,19%,2026-09-29
ALAB,"Astera Labs Inc",289.02,-14.42,-4.75%,30143,0.56888565034091,105.21%,81.71%,25.73%,25%,2026-11-03
HONA,"Honeywell Aerospace Inc",170.37,9.61,+5.98%,4866,0.94795836669335,91.72%,44.58%,25.75%,12%,2026-11-04
PAAS,"Pan Amer Silver Corp",50.3,3.7,+7.94%,15807,0.20894837476099,55.40%,48.50%,25.87%,15%,2026-11-11
V,"Visa Inc",365.54,1.29,+0.35%,35598,0.45404787190589,18.61%,20.03%,25.88%,17%,2026-10-27
LBRT,"Liberty Energy Inc",20.14,-1.15,-5.40%,7342,0.13653250773994,94.19%,56.56%,25.89%,22%,2026-10-15
MA,"Mastercard Inc",573.72,-0.59,-0.10%,6044,0.74128493229617,20.64%,20.49%,25.93%,18%,2026-10-29
NXPI,"Nxp Semiconductors",226.02,-2.54,-1.11%,32327,0.020197557357907,44.38%,42.69%,26.03%,43%,2026-10-26
GRAB,"Grab Holdings Ltd Cl A",3.54,0.09,+2.61%,20459,0.46785765533075,39.14%,49.13%,26.70%,36%,2026-11-03
DOCS,"Doximity Inc Cl A",25.75,0.81,+3.25%,5000,0.19047619047619,94.21%,51.75%,26.80%,30%,2026-11-05
MSFT,"Microsoft Corp",484.31,2.68,+0.56%,745939,0.29793305528151,48.85%,25.63%,27.00%,27%,2026-11-04
NFLX,"Netflix Inc",80.22,2.45,+3.15%,386660,0.34001968476649,36.64%,32.40%,27.18%,34%,2026-10-20
SLS,"Sellas Life Sciences Group Inc",13.85,0.75,+5.73%,68041,0.17640651474809,86.46%,137.50%,27.52%,45%,2026-11-11
SEI,"Solaris Energy Infrastructure Inc",58.8,-3.14,-5.07%,5794,0.17884028484232,96.32%,78.02%,27.57%,11%,2026-11-02
QCOM,"Qualcomm Inc",161.91,1.72,+1.07%,44552,0.83168194712823,43.32%,43.01%,27.61%,61%,2026-11-04
FLY,"Firefly Aerospace Inc",25.3,-0.84,-3.21%,11538,0.15622807896583,83.39%,90.06%,27.70%,13%,2026-11-11
AMD,"Adv Micro Devices",466.42,-17.97,-3.71%,511694,0.82674135081199,74.51%,53.15%,27.73%,25%,2026-11-03
LI,"Li Auto Inc ADR",12.71,0.59,+4.87%,5737,0.71407230355542,37.13%,48.98%,27.73%,42%,2026-08-26
BA,"Boeing Company",222.2,-0.86,-0.39%,53357,0.95913346796402,36.96%,28.55%,27.83%,8%,2026-11-04
RTX,"Rtx Corp",220.35,-5.14,-2.28%,8765,0.84915611814346,25.81%,23.13%,27.89%,26%,2026-10-20
EXK,"Endeavour Silver Corp",10.99,1.33,+13.77%,15086,0.16656356325394,75.61%,71.86%,27.92%,10%,2026-11-06
RCAT,"Red Cat Holdings Inc",9.89,-0.31,-3.09%,22042,0.46157416616935,91.53%,99.89%,28.02%,22%,2026-11-12
AAOI,"Applied Optoelect",122.19,-9.22,-7.02%,55827,0.6290341406478,151.70%,103.80%,28.36%,29%,2026-11-05
CMG,"Chipotle Mexican Grill",34.66,1.3,+3.90%,95605,0.3148991184035,58.99%,36.33%,28.38%,34%,2026-11-04
REAX,"Real Brokerage Inc",2.79,0.14,+5.28%,7820,0.0005117707,84.36%,114.15%,28.42%,44%,2026-10-29
HBAN,"Huntington Bancshares",17.17,-0.49,-2.77%,6302,1.1464577656676,24.58%,27.92%,28.49%,44%,2026-10-16
AEO,"American Eagle Outfitters",16.67,0.32,+1.96%,7630,0.43745290128109,47.50%,69.84%,28.56%,73%,2026-09-02
LLY,"Eli Lilly and Company",1280.34,54.61,+4.46%,74882,0.42626947544855,35.06%,32.56%,28.57%,24%,2026-10-29
FN,Fabrinet,454.55,-28.04,-5.81%,5318,0.82310593075077,101.68%,62.37%,28.66%,30%,2026-11-02
IBM,"Intl Business Machines",237.16,4.49,+1.93%,41397,0.4694377395996,89.46%,33.10%,28.85%,33%,2026-10-28
OUST,"Ouster Inc",40.06,-2.93,-6.82%,8128,0.58378799688231,121.95%,97.44%,28.97%,35%,2026-11-03
BX,"Blackstone Inc",145.09,4.5,+3.20%,9370,0.95045795170691,36.24%,34.82%,28.98%,35%,2026-10-22
MU,"Micron Technology",937.1,-3.66,-0.39%,886827,0.70118357951276,94.56%,63.83%,29.21%,27%,2026-09-22
KMI,"Kinder Morgan Inc",32.08,-0.79,-2.40%,8192,1.5198400492156,20.92%,22.37%,29.27%,23%,2026-10-28
AMC,"AMC Entertainment Holdings",2.52,0.14,+5.88%,77606,0.17259719263255,97.43%,82.40%,29.31%,33%,2026-11-04
Q,"Qnity Electronics Inc",126.04,-7.54,-5.64%,6580,8.8798798798799,45.99%,52.63%,29.39%,25%,2026-11-17
LQDA,"Liquidia Corp",75.33,1,+1.35%,7957,0.51619664634146,72.62%,106.04%,29.41%,39%,2026-11-02
RBLX,"Roblox Corp Cl A",38.69,1.02,+2.71%,24680,0.35858196631069,100.25%,59.93%,29.45%,30%,2026-10-29
GS,"Goldman Sachs Group",1021.65,-18.82,-1.81%,46214,0.71525071447129,41.42%,30.52%,29.59%,44%,2026-10-13
UBER,"UBER Technologies",78.04,3.38,+4.53%,148254,0.40690479805648,41.96%,34.56%,29.63%,25%,2026-11-03
GIL,"Gildan Activewear",57.03,1.27,+2.28%,29816,0.0001006272,34.65%,32.23%,29.64%,35%,2026-11-04
ISRG,"Intuitive Surg Inc",397.72,6.54,+1.67%,4881,0.75701943844492,60.31%,31.88%,29.85%,43%,2026-10-20
ENTG,"Entegris Inc",144.28,-5.99,-3.98%,7925,0.4126559714795,84.66%,63.15%,29.90%,56%,2026-10-29
ON,"On Semiconductor",76.58,-2.84,-3.58%,18586,0.32068499964471,54.45%,55.87%,29.92%,48%,2026-11-02
COP,Conocophillips,130.58,0.86,+0.66%,17725,0.70514670514671,29.12%,28.96%,30.21%,24%,2026-11-05
OWL,"Blue Owl Capital Inc",11.77,0.18,+1.55%,16936,1.024868483979,45.07%,43.54%,30.25%,22%,2026-10-29
NN,"Nextnav Inc",18.26,-0.91,-4.75%,6878,0.17834504026041,77.28%,94.26%,30.50%,25%,2026-11-05
HUT,"Hut 8 Corp",82.08,1.29,+1.60%,21951,0.36324680163955,110.78%,99.14%,30.68%,34%,2026-11-03
CLX,"Clorox Company",107.9,2.35,+2.23%,5506,0.12989944592653,32.11%,29.89%,30.88%,41%,2026-11-02
RIOT,"Riot Platforms Inc",19.38,0.47,+2.49%,196483,1.8000598537858,101.30%,84.61%,30.89%,29%,2026-10-29
TTD,"Trade Desk Inc",13.54,0.12,+0.89%,45338,0.3893723951949,88.12%,56.73%,31.06%,29%,2026-11-05
TEAM,"Atlassian Corp",174.23,11.23,+6.89%,19812,0.59504065695194,110.25%,58.02%,31.17%,27%,2026-10-29
CSCO,"Cisco Systems Inc",110.55,-1.06,-0.95%,58722,0.42280480713317,40.49%,29.49%,31.38%,41%,2026-11-11
TWLO,Twilio,221.87,-10.23,-4.41%,5915,1.6910828025478,77.57%,49.12%,31.53%,37%,2026-10-29
DKNG,"Draftkings Inc",25.31,1.27,+5.28%,20056,0.37454595298472,52.73%,47.91%,31.57%,22%,2026-11-05
UMAC,"Unusual Machines Inc",28.3,-2.28,-7.46%,8581,0.49965047186298,141.11%,113.91%,31.61%,38%,2026-11-05
STLA,"Stellantis N.V.",5.43,0.38,+7.52%,10902,0.36002994011976,40.24%,45.76%,31.67%,31%,2026-10-29
T,"AT&T Inc",25.12,0.22,+0.88%,65194,1.7931108350114,26.94%,24.28%,31.76%,41%,2026-10-28
PFE,"Pfizer Inc",28.24,0.99,+3.63%,372325,0.43981082241205,20.37%,23.47%,32.16%,39%,2026-11-03
MSTR,"Strategy Inc",104.25,11.73,+12.68%,789401,0.56886169231748,64.59%,72.99%,32.20%,57%,2026-10-29
CENX,"Century Aluminum C",43.58,-2.08,-4.56%,5800,1.4166666666667,57.03%,62.81%,32.24%,19%,2026-11-05
MARA,"Mara Holdings Inc",9.65,0.69,+7.70%,202236,0.29820709842664,95.85%,82.32%,32.24%,22%,2026-11-03
CSX,"CSX Corp",50.68,0.44,+0.88%,7844,0.58336697618086,23.92%,22.70%,32.30%,17%,2026-10-15
SNDK,"Sandisk Corp",1568.87,-56.91,-3.50%,211660,0.70894763188916,145.23%,84.23%,32.30%,11%,2026-11-05
TXN,"Texas Instruments",267.45,-4.79,-1.76%,12598,1.9621443686809,36.35%,39.88%,32.50%,56%,2026-10-20
LMT,"Lockheed Martin Corp",589.15,-18.02,-2.97%,4946,1.0957627118644,36.66%,25.18%,32.53%,29%,2026-10-20
MRCY,"Mercury Sys Inc",101.25,-3.75,-3.57%,4947,1.5752212389381,73.24%,55.74%,32.57%,47%,2026-08-18
CMCSA,"Comcast Corp A",26.59,0.39,+1.49%,37175,0.54805530107437,37.74%,29.67%,32.83%,27%,2026-10-29
NVDA,"Nvidia Corp",217.56,-2.18,-0.99%,2676987,0.59492944622255,38.53%,39.68%,32.93%,50%,2026-08-26
HL,"Hecla Mining Company",20.54,2.59,+14.43%,77053,0.345903930131,70.44%,64.86%,33.04%,18%,2026-11-04
INTC,"Intel Corp",92.8,-3.88,-4.02%,932520,0.55158815993078,75.20%,61.99%,33.07%,39%,2026-10-22
BLSH,"Bullish Ord Shs",26.92,2.3,+9.34%,8084,0.14504249291785,80.88%,78.41%,33.12%,40%,2026-11-18
CPNG,"Coupang Cl A",16.66,1.08,+6.93%,22725,0.26179900055525,41.80%,41.27%,33.12%,35%,2026-11-03
XXI,"Twenty One Capital Inc Cl A",5.55,0.71,+14.67%,5608,0.41974683544304,66.95%,85.21%,33.14%,53%,2026-11-13
ABT,"Abbott Laboratories",114.43,1.75,+1.55%,11731,0.27358592986646,36.17%,24.17%,33.14%,42%,2026-10-21
SOC,"Sable Offshore Corp",4.78,0.79,+19.80%,52204,1.0008432026369,109.86%,117.95%,33.15%,23%,2026-11-12
CAG,"Conagra Brands",16.22,0.7,+4.51%,13337,0.30079001267922,34.44%,29.87%,33.58%,26%,2026-10-07
NU,"NU Holdings Ltd Cl A",14.61,0.26,+1.81%,60627,0.62277837259101,40.88%,38.10%,33.61%,34%,2026-11-12
CHTR,"Charter Communications",152.47,4.12,+2.78%,16824,0.48255199154036,50.80%,51.45%,33.61%,47%,2026-10-30
SSRM,"Ssr Mining Inc",35.38,3.69,+11.64%,5487,0.14670846394984,68.60%,58.37%,33.66%,14%,2026-11-03
MS,"Morgan Stanley",214.23,-3.32,-1.53%,11074,0.84720600500417,28.61%,29.28%,33.84%,41%,2026-10-21
MBI,"MBIA Inc",4.82,-0.15,-3.02%,13347,44.865979381443,33.48%,66.97%,34.36%,56%,2026-11-03
OXY,"Occidental Petroleum",60.09,0.29,+0.48%,26338,0.43009176304501,33.43%,31.67%,34.47%,29%,2026-11-09
STM,"Stmicroelectronics N.V. ADR",50.41,-1.86,-3.56%,37441,0.12682457037951,83.74%,53.53%,34.58%,54%,2026-10-22
HTZ,"Hertz Global Holdings Inc",2.16,0.08,+3.85%,58072,0.27119497406037,139.04%,104.29%,34.61%,67%,2026-11-03
ALHC,"Alignment Healthcare Inc",12.78,-0.45,-3.40%,13041,0.063356164383562,82.60%,56.22%,34.66%,47%,2026-10-29
CVE,"Cenovus Energy Inc",32.48,-0.04,-0.12%,7686,0.10446903290703,37.57%,34.04%,35.16%,25%,2026-10-30
JCI,"Johnson Controls Intl",144.94,-4.74,-3.17%,7124,0.90024006401707,27.11%,30.45%,35.50%,37%,2026-11-04
SBSW,"Sibanye Gold Ltd ADR",11.59,1.03,+9.75%,9506,0.097057126370456,55.41%,62.65%,35.57%,26%,2026-07-03
FIG,"Figma Cl A",26.79,0.78,+3.00%,28743,0.25427648804329,94.41%,72.91%,35.68%,24%,2026-11-04
UNP,"Union Pacific Corp",301.8,3.06,+1.02%,10062,0.15908305494759,22.93%,23.39%,35.75%,40%,2026-10-22
UMC,"United Microelectronics Corp ADR",18.12,-0.36,-1.95%,5472,1.3206106870229,73.34%,54.85%,35.76%,55%,2026-11-04
F,"Ford Motor Company",14.5,0.57,+4.09%,96083,0.34310436411418,28.26%,32.51%,35.77%,42%,2026-10-22
NUAI,"New Era Energy & Digital Inc",5.4,0.27,+5.26%,5410,0.29923150816523,128.93%,153.41%,35.82%,37%,2026-11-12
TEM,"Tempus AI Cl A",61.25,11.89,+24.09%,135834,0.1249658370947,95.52%,72.51%,35.96%,43%,2026-11-03
PM,"Philip Morris International",189.93,2.31,+1.23%,6632,0.92902850494474,31.16%,26.76%,36.10%,35%,2026-10-20
ZTS,"Zoetis Inc Cl A",76.68,2.72,+3.68%,15055,0.36293680970487,34.32%,35.00%,36.11%,52%,2026-11-03
LUNR,"Intuitive Machines Inc",18.52,-0.79,-4.09%,22937,0.30896535981282,84.97%,92.21%,36.18%,15%,2026-11-12
PEP,"Pepsico Inc",142.58,2.45,+1.75%,18309,1.0356904603069,22.29%,22.15%,36.23%,28%,2026-10-08
CELH,"Celsius Holdings Inc",32.26,2.36,+7.89%,41383,0.47712021701885,87.43%,55.84%,36.23%,38%,2026-11-05
KLAC,"K L A-Tencor Corp",187.27,-7.52,-3.86%,12650,1.8167446003117,62.64%,56.17%,36.31%,67%,2026-11-04
AKAM,"Akamai Technologies",112.84,-2.36,-2.05%,11334,0.80076263107722,53.47%,47.76%,36.56%,42%,2026-11-05
BMY,"Bristol-Myers Squibb",67.61,1.56,+2.36%,89220,0.19906461670788,26.94%,28.02%,36.83%,37%,2026-10-29
DDOG,"Datadog Cl A",233.52,-12.48,-5.07%,12444,0.63650710152551,82.40%,53.78%,37.30%,34%,2026-11-05
ADI,"Analog Devices",373.26,-3.37,-0.89%,19018,0.64814975301153,32.77%,38.78%,37.75%,54%,2026-08-19
ASML,"ASML Holding NV",1751.73,-51.25,-2.84%,16833,1.2342713034245,44.94%,42.90%,37.93%,31%,2026-10-21
META,"META Platforms",546.03,2.36,+0.43%,658302,0.55413119537657,47.68%,35.60%,37.95%,55%,2026-11-04
FCEL,"Fuelcell Energy Inc",20.3,-1.4,-6.45%,15764,0.56699801192843,137.38%,117.86%,38.03%,51%,2026-09-08
ARM,"Arm Holdings Plc ADR",249.34,-3.98,-1.57%,39776,1.3422447297138,87.42%,68.88%,38.09%,61%,2026-11-04
KGC,"Kinross Gold Corp",29.9,2.78,+10.25%,19542,0.20288070909762,51.43%,48.53%,38.31%,27%,2026-11-03
COIN,"Coinbase Global Cl A",160.2,13.97,+9.55%,326545,0.45350105269717,67.03%,66.66%,38.35%,43%,2026-10-29
SMCI,"Super Micro Computer",36.58,-0.83,-2.22%,138657,0.34695602335318,98.93%,73.91%,38.43%,40%,2026-11-03
NG,"Novagold Resources Inc",8.46,1.05,+14.17%,6794,0.090704768020549,75.81%,71.49%,38.71%,52%,2026-10-07
DVN,"Devon Energy Corp",48.19,0.36,+0.75%,24262,0.73796561604585,36.10%,34.36%,38.84%,28%,2026-11-04
CRSP,"Crispr Therapeutics Ag",59.81,6.84,+12.91%,10573,0.17621537434642,56.03%,60.09%,38.90%,41%,2026-11-09
AMAT,"Applied Materials",496.17,-18.16,-3.53%,50788,0.67666963784622,76.18%,55.83%,39.09%,55%,2026-11-12
MOS,"Mosaic Company",22.23,1.09,+5.16%,10897,0.4078811369509,37.97%,42.68%,39.13%,36%,2026-11-03
AU,"Anglogold Ashanti Ltd ADR",108.54,10.59,+10.81%,5030,0.8810770381451,58.09%,53.49%,39.15%,35%,2026-11-10
SGI,"Somnigroup International Inc",66.02,2.13,+3.33%,16650,0.0012026458208058,42.11%,39.90%,39.46%,50%,2026-11-05
LRCX,"Lam Research Corp",307.17,-20.75,-6.33%,49336,0.61577258138469,80.25%,59.98%,40.14%,41%,2026-10-28
ABBV,"Abbvie Inc",265.97,7.05,+2.72%,18107,0.58513525343605,24.81%,25.23%,40.23%,28%,2026-10-30
VZ,"Verizon Communications",49.36,0.82,+1.69%,37614,0.61544408177289,24.68%,22.15%,40.50%,39%,2026-11-04
CRCL,"Circle Internet Group Cl A",78.59,6.86,+9.56%,162344,0.31034594088495,76.00%,82.09%,40.66%,37%,2026-11-11
CBRL,"Cracker Barrel",56.07,-2.11,-3.63%,5973,0.065655664585192,39.28%,61.73%,40.75%,43%,2026-09-16
TER,"Teradyne Inc",379.65,-24.64,-6.09%,8232,0.33875426898683,84.20%,70.20%,41.16%,60%,2026-10-27
FUTU,"Futu Holdings Ltd ADR",109.42,0.84,+0.77%,13602,0.53244704821992,43.03%,56.56%,41.80%,62%,2026-08-20
ASTL,"Algoma Steel Group Inc",4.79,0.7,+17.11%,27696,0.25083551621353,83.86%,104.56%,41.87%,62%,2026-11-04
SAP,"SAP Ag ADR",215.6,5.13,+2.44%,5130,0.79496151154654,45.03%,37.02%,41.91%,53%,2026-10-28
CAT,"Caterpillar Inc",816.15,-24.72,-2.94%,37671,1.1640050551471,40.63%,37.04%,41.91%,38%,2026-11-04
NAT,"Nordic American Tanker Shipping Ltd",7.02,0.09,+1.30%,5680,0.13169954174138,38.05%,48.50%,41.99%,42%,2026-08-27
KHC,"Kraft Heinz Company",25.68,0.86,+3.46%,14427,0.36412632375189,33.93%,26.75%,42.15%,36%,2026-11-04
NEM,"Newmont Mining",125.08,9.1,+7.85%,41777,0.25336013440538,48.03%,44.10%,42.17%,38%,2026-10-22
MCD,"McDonald's Corp",267.45,0.46,+0.17%,18900,0.68494249799412,20.61%,20.54%,42.26%,50%,2026-11-04
LITE,"Lumentum Holdings",827.6,-45.71,-5.23%,39513,0.63445708376422,112.60%,77.96%,42.29%,18%,2026-11-03
DHT,"Dht Holdings",19.99,0.68,+3.52%,10664,0.43102522812668,38.06%,41.52%,42.52%,42%,2026-11-04
PL,"Planet Labs Pbc",22.62,-0.74,-3.17%,10084,1.1803243243243,63.16%,99.28%,42.58%,48%,2026-09-03
SAN,"Banco Santander ADR",14.17,-0.07,-0.49%,24739,0.32379066780822,30.90%,36.82%,42.77%,69%,2026-11-04
KEYS,"Keysight Technologies",319.45,-21.55,-6.32%,8847,1.0905009451796,43.43%,42.00%,43.33%,55%,2026-08-18
INDI,"Indie Semiconductor Cl A",4.01,-0.34,-7.72%,15603,0.039714799760112,98.68%,104.23%,43.34%,64%,2026-11-05
VKTX,"Viking Thera",35.98,2.61,+7.82%,17418,0.45210504376824,44.73%,77.78%,43.39%,51%,2026-10-28
AMKR,"Amkor Technology",50.89,-3.95,-7.20%,9420,1.0599169035644,117.41%,69.86%,43.69%,43%,2026-10-26
LOW,"Lowe's Companies",220,4.36,+2.02%,26494,1.7529093931837,28.70%,28.05%,44.12%,41%,2026-08-19
STX,"Seagate Technology",832.56,-71.12,-7.87%,34604,1.385660117201,88.14%,72.31%,44.36%,42%,2026-10-27
DOCN,"Digitalocean Holdings Inc",116.66,-8.59,-6.86%,5569,1.7033980582524,93.30%,78.18%,44.57%,47%,2026-11-04
COHR,"Coherent Corp",287.47,-18.96,-6.19%,37305,1.0797792272955,121.50%,75.64%,44.65%,34%,2026-11-04
GME,"Gamestop Corp",18.03,0.08,+0.45%,100080,0.16354504551638,41.50%,48.30%,44.69%,50%,2026-09-08
TJX,"TJX Companies",144.5,-6.35,-4.21%,34328,2.0186422792824,22.31%,22.27%,45.08%,46%,2026-08-19
IONS,"Ionis Pharmaceuticals",60.8,1.18,+1.98%,5821,0.074580025844563,88.77%,49.93%,45.09%,74%,2026-11-04
NOK,"Nokia Corp ADR",10.13,-0.26,-2.50%,120809,0.14921568067882,70.84%,60.07%,45.13%,62%,2026-10-22
EOG,"Eog Resources",149.48,0.78,+0.52%,5372,0.081538151801892,37.71%,29.16%,45.48%,31%,2026-11-05
WDC,"Western Digital Corp",462.09,-34.07,-6.87%,46638,1.1265788153755,99.66%,72.38%,45.52%,31%,2026-10-29
SHEL,"Shell Plc ADR",92.77,0.76,+0.83%,22929,0.36020644242748,21.00%,22.36%,45.54%,39%,2026-10-29
TTMI,"TTM Technologies",116.38,-9.33,-7.42%,7149,0.46977796052632,97.93%,80.51%,45.72%,44%,2026-11-04
LEN,"Lennar Corp",87.3,2.36,+2.78%,6713,0.48616338277618,34.46%,40.21%,45.75%,36%,2026-09-17
AEHR,"Aehr Test Systems",107.96,-15.29,-12.41%,11053,0.71710424110611,168.26%,115.13%,45.89%,45%,2026-10-05
ASX,"Ase Industrial Holding Ltd ADR",35.66,-0.75,-2.06%,12085,1.8117729176361,75.11%,60.29%,46.41%,67%,2026-10-29
BP,"BP Plc ADR",43.73,0.32,+0.74%,21125,0.91627358490566,32.00%,29.71%,46.72%,47%,2026-11-03
QXO,"Qxo Inc",14.11,0.61,+4.52%,34031,0.12195041540287,66.79%,58.25%,46.76%,49%,2026-11-05
PBF,"PBF Energy Inc",73.91,-1.29,-1.72%,9863,0.065809379727685,70.93%,69.37%,46.83%,62%,2026-10-29
TMUS,"T-Mobile US",182.36,-0.39,-0.21%,9831,0.11248161140659,47.21%,29.79%,46.85%,53%,2026-10-22
HD,"Home Depot",344.3,6.81,+2.02%,34858,0.41154079773233,25.80%,26.14%,47.32%,37%,2026-08-18
HPE,"Hewlett Packard Enterprise",53.13,-2.56,-4.60%,40592,0.5535823637477,60.26%,73.93%,47.87%,90%,2026-09-02
BHF,"Brighthouse Financial Inc",53.28,-0.36,-0.67%,17424,1.5763714327961,23.84%,50.66%,47.97%,78%,2026-11-05
B,"Barrick Mining Corp",45.13,3.04,+7.22%,48061,0.3437246623983,46.95%,44.77%,48.00%,35%,2026-11-09
AVGO,"Broadcom Ltd",362.48,-17.52,-4.61%,434152,0.83468280396896,43.84%,49.66%,48.19%,58%,2026-09-02
XOM,"Exxonmobil Holdings Corp",164.77,-0.79,-0.48%,68633,0.40834752631687,25.00%,26.80%,48.38%,46%,2026-10-30
BSX,"Boston Scientific Corp",52.01,1.54,+3.05%,21114,0.72429563086974,29.27%,37.09%,48.48%,63%,2026-10-28
CVX,"Chevron Corp",205.76,0.02,+0.01%,46674,0.5104854368932,24.58%,25.13%,48.74%,44%,2026-10-30
